SMILES,SPLIT
CC12C(O)C3(O)C1NC23,train
NC1=CC(=O)CCC1,train
CC12C(O)C3(O)C1OC23,test_scaffolds
CC1C2(C)C3CC2C13C,train
CC1C2(C)C3CC2C13O,train
CC1C2(C)C3CN2C13C,train
CC1C2(C)C3NC2C13O,train
CC1C2(C)C3OC2C13C,test_scaffolds
CC1C2(C)C3OC2C13O,test_scaffolds
CC1C2(O)C3CC2C13O,train
CC1C2(O)C3NC2C13O,train
CC1C2(O)C3OC2C13O,test_scaffolds
O=c1[nH]cn[nH]1,train
NC1=CC(=O)CNC1,train
CN1C2(C)C3CC2C31C,train
CN1C2(C)C3NC2C31C,train
CN1C2(C)C3OC2C31C,train
OC1C2(O)C3CC2C13O,train
OC1C2(O)C3NC2C13O,test
OC1C2(O)C3OC2C13O,test_scaffolds
CC12C3CC3C1(C)C2O,train
CC12C3CC3C1(O)C2O,train
NC1=CC(=O)COC1,train
CC1C2(C)C3CC3C12C,train
CC1C2(C)C3CC3C12O,test
NC1=CC(=O)NCC1,train
CC1C2(O)C3CC3C12O,train
OC1C2(O)C3CC3C12O,train
NC1=CC(=O)OCC1,train
CC12C(=O)CC1(O)C2O,train
CC12CC(=O)C1(C)C2O,train
CC12CC(=O)C1(O)C2O,train
CC12NC(=N)C1(O)C2N,train
CC12NC(=N)C1(O)C2O,train
CC12NC(=O)C1(C)C2O,train
CC12NC(=O)C1(N)C2O,train
CC12NC(=O)C1(O)C2O,train
CC12OC(=N)C1(C)C2O,test
CC1=CCCC(=O)C1,train
CC12OC(=N)C1(N)C2O,train
CC12OC(=N)C1(O)C2O,train
CC12OC(=O)C1(C)C2O,train
CC12OC(=O)C1(N)C2N,train
CC12OC(=O)C1(N)C2O,train
CC12OC(=O)C1(O)C2O,train
CC1C2(C)CC(=O)C12C,train
CC1C2(C)CC(=O)C12O,train
CC1C2(C)NC(=N)C12O,train
CC1C2(C)NC(=O)C12C,train
CC1=CCCC(=O)N1,train
CC1C2(C)NC(=O)C12O,train
CC1C2(C)OC(=N)C12C,train
CC1C2(C)OC(=N)C12N,train
CC1C2(C)OC(=N)C12O,train
CC1C2(C)OC(=O)C12C,test
CC1C2(C)OC(=O)C12N,train
CC1C2(C)OC(=O)C12O,train
CC1C2(O)CC(=O)C12C,train
CC1C2(O)CC(=O)C12O,train
CC1=CCNC(=O)C1,train
O=C1CC2(O)C(O)C12O,test
CC12C(O)CC1(O)C2O,train
CC12CC(O)C1(C)C2O,train
CC12CC(O)C1(O)C2O,train
CC1CC2(C)C(C)C12C,train
CC1CC2(C)C(C)C12O,train
CC1C2(C)CC(O)C12C,train
CC1C2(C)CC(O)C12O,test
CC1OC2(C)C(C)C12C,train
CC1OC2(C)C(C)C12O,train
CC1=CCNC(=O)N1,train
CC1CC2(O)C(C)C12C,test
CC1CC2(O)C(C)C12O,train
CC1C2(O)CC(O)C12C,train
CC1C2(O)CC(O)C12O,train
CC1C2(O)CN(C)C12C,train
CC1CC2(C)C(O)C12C,train
CC1CC2(C)C(O)C12O,train
CC1CC2(O)C(O)C12C,train
CC1CC2(O)C(O)C12O,train
CC1OC2(C)C(O)C12C,train
CC1=CCOC(=N)C1,train
CC1OC2(C)C(O)C12O,train
CN1CC2(O)C(O)C12C,train
OC1CC2(O)C(O)C12O,train
CC12CC(C)(C1=O)C2O,train
CC12CC(O)(C1=O)C2O,train
CC12NC(C)(C1=O)C2O,train
CC12OC(C)(C1=O)C2O,train
CC1C2(C)CC1(C)C2=O,train
CC1C2(C)CC1(O)C2=O,train
CC1=CCOC(=O)C1,train
CC1C2(C)NC1(C)C2=O,train
CC1C2(C)OC1(C)C2=O,train
CC1C2(O)CC1(O)C2=O,train
CN1C2(C)CC1(C)C2=O,train
O=C1C2(O)CC1(O)C2O,train
CC12CC(C)(C1O)C2O,train
CC12CC(O)(C1O)C2O,train
CC12NC(C)(C1O)C2O,train
CC12OC(C)(C1O)C2O,train
CC1C2(C)CC1(C)C2C,train
O=c1[nH]cno1,train
CC1=CCOC(=O)N1,train
CC1C2(C)CC1(C)C2O,train
CC1C2(C)CC1(O)C2C,train
CC1C2(C)CC1(O)C2O,train
CC1C2(C)OC1(C)C2C,train
CC1C2(C)OC1(C)C2O,test
CC1C2(O)CC1(O)C2C,train
CC1C2(O)CC1(O)C2O,train
CN1C2(C)CC1(C)C2O,train
OC1C2(O)CC1(O)C2O,train
CC12C=CC(C)(C1)C2O,test_scaffolds
CC1=NCCC(=O)O1,train
CC12C=CC(O)(C1)C2O,test_scaffolds
CC12C=CC(C)(N1)C2O,train
CC12C=CC(C)(O1)C2O,train
CC1C2(C)C=CC1(C)C2,test_scaffolds
CC1C2(C)C=CC1(O)C2,test_scaffolds
CC1C2(C)C=CC1(C)O2,train
CC1C2(O)C=CC1(O)C2,test_scaffolds
OC1C2(O)C=CC1(O)C2,test_scaffolds
CC12CCC(C)(C1)C2O,train
CC12COC(C)(C1)C2O,train
NC1=NCCC(=O)N1,train
CC12CCC(O)(C1)C2O,train
CC12CC(O)(CO1)C2O,train
CC12CCC(C)(O1)C2O,train
CC1C2(C)CCC1(C)C2,train
CC1C2(C)COC1(C)C2,test
CC1C2(C)CCC1(O)C2,test
CC1C2(O)COC1(C)C2,train
CC1C2(C)CCC1(C)O2,train
CC1C2(O)CCC1(O)C2,train
OC1C2(O)CCC1(O)C2,train
CC1C=CCC(=O)C1,train
C#CC12CC(C)(C1)C2O,test
CC12CC(C#N)(C1)C2O,test
C#CC12CC(C)(N1)C2O,train
CC12CC(C#N)(N1)C2N,train
CC12CC(C#N)(N1)C2O,train
C#CC12CC(C)(O1)C2O,train
CC12CC(C#N)(O1)C2N,train
CC12CC(C#N)(O1)C2O,train
C#CC12CC(C)(C1)C2C,train
CC1C2(C)CC1(C#N)C2,test
CC1C=CNC(=O)C1,train
CC1C2(C)CC1(C#N)N2,train
C#CC12CC(C)(O1)C2C,train
CC1C2(C)CC1(C#N)O2,train
C#CC12CC(O)(C1)C2C,train
CC1C2(O)CC1(C#N)C2,train
CN1C2(C)CC1(C#N)C2,train
N#CC12CC(O)(C1)C2N,train
C#CC12CC(O)(C1)C2O,train
N#CC12CC(O)(C1)C2O,train
CC1CC(=O)OC=N1,train
CC1(C)C(O)C2(O)CC12,train
CC1(O)C(O)C2(O)CC12,train
CC1(C)C(O)C2(C)CC12,train
CC1C=CCC(=O)N1,train
CC1(O)C(O)C2(C)CC12,train
CC1C(C)(C)C2CC12C,train
CC1C(C)(O)C2CC12C,train
CC1C=CNC(=O)N1,train
CC1C(C)(C)C2CC12O,train
CC1C(C)(O)C2CC12O,train
CC12CC1C1(CC1)C2O,train
CC1C=CCC(=N)O1,train
CC1C2(C)CC2C12CC2,train
CC1C=CCC(=O)O1,train
CC1C2(O)CC2C12CC2,train
OC1C2(O)CC2C12CC2,train
CC12C=CCC1(O)C2O,test
CC12C=CCC1(C)C2O,train
CC12CC=CC1(O)C2O,train
O=c1[nH]nn[nH]1,train
CC1C=CNC(=O)O1,train
CC12N=CNC1(C)C2O,train
CC12N=COC1(C)C2O,test
CC1C2(C)C=CCC12C,train
CC1C2(O)C=CCC12C,test
CC1C2(C)N=COC12C,train
CC1C2(C)C=CCC12O,train
CC1C2(O)C=CCC12O,train
OC1C2(O)C=CCC12O,train
C#CC12CCC1(C)C2O,train
CC12CCC1(C#N)C2O,train
O=C1CC=CC(O)C1,train
CC12CNC1(C#N)C2N,train
CC12CNC1(C#N)C2O,train
C#CC12OCC1(C)C2O,train
CC12COC1(C#N)C2N,train
CC12COC1(C#N)C2O,test
CC12NCC1(C#N)C2N,train
CC12NCC1(C#N)C2O,train
C#CC12COC1(C)C2O,train
CC12OCC1(C#N)C2N,train
CC12OCC1(C#N)C2O,test
O=C1CC(O)C=CN1,test
C#CC12CCC1(C)C2C,train
CC1C2(C)CCC12C#N,train
CC1C2(C)CNC12C#N,train
C#CC12OCC1(C)C2C,test
CC1C2(C)COC12C#N,train
CC1C2(C#N)CNC12C,train
C#CC12COC1(C)C2C,train
CC1C2(C#N)COC12C,train
CC1C2(N)CNC12C#N,train
CC1C2(N)COC12C#N,test
CC1CC(=O)C=CN1,train
C#CC12CCC1(O)C2C,test
CC1C2(O)CCC12C#N,train
C#CC12NCC1(O)C2C,train
CC1C2(O)CNC12C#N,train
C#CC12OCC1(O)C2C,train
CC1C2(O)COC12C#N,train
N#CC12CCC1(N)C2O,test
N#CC12NCC1(N)C2O,train
CC1CC=CC(=O)C1,train
N#CC12OCC1(N)C2O,train
N#CC12CCC1(N)C2N,train
N#CC12NCC1(N)C2N,train
N#CC12OCC1(N)C2N,train
N#CC12CCC1(O)C2N,train
N#CC12NCC1(O)C2N,train
N#CC12OCC1(O)C2N,train
C#CC12CCC1(O)C2O,train
N#CC12CCC1(O)C2O,test
C#CC12NCC1(O)C2O,train
CC1CC=CC(=O)N1,test
N#CC12NCC1(O)C2O,train
C#CC12OCC1(O)C2O,train
N#CC12OCC1(O)C2O,train
CC1CC=CC(=O)O1,train
CC12CCCC1(C)C2O,test
CC12CCCC1(O)C2O,test
CC12CCOC1(C)C2O,train
CN1CC=CC(=O)C1,test
CC12COCC1(C)C2O,train
CC12COCC1(O)C2O,train
CC12OCCC1(O)C2O,train
CC12OCOC1(C)C2O,test
CC1C2(C)CCCC12C,train
CC1C2(C)CCCC12O,train
CC1C2(C)CCOC12C,train
CC1C2(C)COCC12C,train
CC1C2(C)COCC12O,train
CC1C2(O)CCOC12C,train
O=C1C=CCC(O)C1,test
CC1C2(C)OCOC12C,train
CC1C2(O)CCCC12O,train
CC1C2(O)COCC12O,train
OC1C2(O)CCCC12O,train
OC1C2(O)COCC12O,test
CC1(C)CC2(CC2)C1O,train
CC1(C)OC2(CC2)C1O,test
CC1CC(C)OC=N1,train
CC1(O)CC2(CC2)C1O,train
CC1C(C)(C)CC12CC2,train
CC1C(C)(O)CC12CC2,train
CC1C(C)(C)OC12CC2,train
CC1C2(CC2)CC12CC2,train
O=c1[nH]nno1,train
CC1C=CCC(O)C1,train
CC1C2(CC2)OC12CC2,train
OC1C2(CC2)CC12CC2,train
OC1C2(CC2)OC12CC2,train
CC1C=CCC(C)C1,train
CC1C23C=CCC12OC3,train
CC1C23C=CCC12CC3,train
CC1C23CCC12OC=N3,train
CC1C23CC=CC12OC3,train
OC1C23C=CCC12OC3,train
OC1C23C=CCC12CC3,train
OC1C23CCC12NC=N3,train
OC1C23CCC12OC=N3,train
OC1C23CC=CC12OC3,train
CC1C23CCCC12CC3,train
CC1C=CCC(C)O1,train
CC1C23CCC12COC3,train
CC1C23CCOC12CC3,train
CC1C23CCC12OCO3,test
CC1C23CCCC12OC3,train
CC1C23CCOC12CO3,train
CC1C23COCC12OC3,test_scaffolds
OC1C23CCCC12CC3,test
OC1C23CCC12COC3,train
OC1C23CCOC12CC3,train
CC1CC=CC(O)C1,train
OC1C23CCC12OCO3,train
OC1C23CCOC12CN3,train
OC1C23CCCC12OC3,train
OC1C23CCOC12CO3,train
OC1C23COCC12OC3,test_scaffolds
CC12C(O)C3=CCC1C32,train
CC1C2=CCC3C2C13C,test
CC1C2=CCC3C2C13O,train
OC1C=CCC(O)C1,train
OC1C2=CCC3C2C13O,train
CC12C(O)C(=O)C1C2O,train
CC1C(=O)C2C(O)C12C,train
CC1C(=O)C2C(O)C12O,train
CC1C(=O)C2C(C)C12C,train
CC1C(=O)C2C(C)C12O,train
CC1C2C(=O)C(O)C12C,train
CC1C2C(=O)C(O)C12O,train
CC1=CCCC(O)C1,train
CC1C2C(=O)N(C)C12C,train
CN1C(=O)C2C(O)C21C,train
CC1(C)C2C(=O)C1C2O,train
CC1(O)C2C(=O)C1C2O,train
CC1C2C(=O)C1C2(C)C,train
CC1C2C(=O)C1C2(C)O,train
CC1=CCOC(C)C1,train
CN1C2C(=O)C1C2(C)C,train
CN1C2C(=O)C1C2(C)O,test
CC1C2C(=O)C1C21CC1,train
CN1C2C(=O)C1C21CC1,train
O=C1C2C(O)C1C21CC1,train
CC1=CCCC(C)C1,test
CC12C=CC(=O)C1C2O,test
CC1C2C(=O)C=CC12C,train
CC1C2C(=O)C=CC12O,train
O=C1C=CC2(O)C(O)C12,train
C#CC12OC(=N)C1C2C,train
CC1C2C(=N)OC12C#N,train
C#CC12CC(=O)C1C2C,train
CC1=NCCC(C)O1,train
CC1C2C(=O)CC12C#N,train
C#CC12NC(=O)C1C2C,train
C#CC12OC(=O)C1C2C,train
CC1C2C(=O)OC12C#N,train
N#CC12OC(=N)C1C2N,train
CC1CC(=N)OCO1,test
N#CC12OC(=O)C1C2N,train
N#CC12NC(=N)C1C2O,test
C#CC12OC(=N)C1C2O,train
N#CC12OC(=N)C1C2O,train
C#CC12CC(=O)C1C2O,train
N#CC12CC(=O)C1C2O,train
C#CC12NC(=O)C1C2O,train
C#CC12OC(=O)C1C2O,train
O=c1ocno1,test
CC1CC(=O)CCO1,train
CC12CCC(=O)C1C2O,train
CC12CNC(=O)C1C2O,train
CC1CC(=O)OCO1,train
CC12COC(=N)C1C2O,train
CC12COC(=O)C1C2O,train
CC12NCC(=O)C1C2O,train
CC12OCC(=O)C1C2O,train
CC1C2C(=N)OCC12C,test
CC1C2C(=N)OCC12O,train
CC1C2C(=O)CCC12C,train
CC1C2C(=O)CCC12O,train
CC1C2C(=O)COC12C,train
CC1C2C(=O)NCC12C,train
CC1CCCC(=N)O1,train
CC1C2C(=O)NCC12O,train
CC1C2C(=O)OCC12C,train
CC1C2C(=O)OCC12O,train
CC1CCCC(=O)C1,train
N=C1OCC2(O)C(O)C12,test
O=C1CCC2(O)C(O)C12,train
O=C1NCC2(O)C(O)C12,train
O=C1OCC2(O)C(O)C12,train
C#CC1C2C(=O)C1C2C,train
CC1C2C(=O)C1C2C#N,test
C#CC1C2C(=O)C1N2C,test
CN1C2C(=O)C1C2C#N,train
C#CC1C2C(=O)C1C2O,train
CC1CCCC(=O)N1,train
N#CC1C2C(=O)C1C2O,train
C#CC1C2C(=O)C(C)C12,train
CC1C(=O)C2C(C#N)C12,train
C#CC1C2C(=O)N(C)C12,train
CN1C(=O)C2C(C#N)C21,train
CC1CCCC(=O)O1,train
C#CC1C2C(=O)C(O)C12,test
N#CC1C2C(=O)C(O)C12,train
C#CC1C2C(C)C(C)C12,train
CC1CCNC(=O)C1,train
C#CC1C2C(C)C(O)C12,train
CC1C(C)C2C(C#N)C12,train
CC1C(O)C2C(C#N)C12,train
CC1C2C(C#N)C2N1C,train
C#CC1C2C(O)C(O)C12,train
N#CC1C2C(O)C(O)C12,train
CC1=CCC2(C)C(O)C12,train
CC1=CCC2(O)C(O)C12,train
CC1CCNC(=O)N1,train
CC1=CCC2(C)C(C)C12,train
CC1=CCC2(O)C(C)C12,train
CC12C(=O)C(O)C1C2O,train
CC1C(=O)C2(C)C(C)C12,train
CC1C(=O)C2(O)C(C)C12,train
CC1C2C(O)C(=O)C12C,train
CC1C2C(O)C(=O)C12O,train
CC1C(=O)C2(C)C(O)C12,train
CC1C(=O)C2(O)C(O)C12,test
CC1C2N(C)C(=O)C12C,train
CC1CCNC(=O)O1,train
CC1C2N(C)C(=O)C12O,train
CN1C(=N)C2(O)C(N)C12,train
CN1C(=O)C2(C)C(O)C12,train
CN1C(=O)C2(N)C(O)C12,train
CN1C(=N)C2(O)C(O)C12,train
CN1C(=O)C2(O)C(O)C12,train
O=C1C(O)C2C(O)C12O,train
CC1CCOC(=N)C1,train
CC12C(O)C(O)C1C2O,train
CC1C(O)C2C(O)C12C,train
CC1C(O)C2C(O)C12O,train
CC1C(C)C2(C)C(C)C12,train
CC1C(C)C2(O)C(C)C12,train
CC1C(O)C2(C)C(C)C12,train
CC1C(O)C2(O)C(C)C12,train
CC1C(O)C2C(C)C12C,test
CC1C(O)C2C(C)C12O,train
O=c1onno1,train
CC1CCOC(=N)O1,train
CC1C2C(O)C(O)C12C,train
CC1C2C(O)C(O)C12O,train
CC1C(C)C2(C)C(O)C12,train
CC1C(O)C2(C)C(O)C12,test
CC1C(C)C2(O)C(O)C12,train
CC1C(O)C2(O)C(O)C12,test
CC1C2N(C)C(C)C12O,test
CC1N(C)C2C(O)C12O,train
CC1CCOC(=O)C1,train
OC1C(O)C2(O)C(O)C12,train
CC12C(=O)C(C1O)C2O,train
CC1C2C(=O)C1(C)C2C,train
CC1C2C(=O)C1(O)C2C,train
CC1C2C(=O)C1(C)C2O,train
CC1C2C(=O)C1(O)C2O,train
CC1C2C(=O)C1(C)N2C,train
CN1C2C(=O)C1(C)C2O,train
O=C1C2C(O)C1(O)C2O,train
CC1CCOC(=O)N1,train
CC12C(O)C(C1O)C2O,test
CC1C2C(C)C1(C)C2C,train
CC1C2C(C)C1(C)C2O,train
CC1C2C(C)C1(O)C2C,train
CC1C2C(C)C1(O)C2O,test
CC1C2C(O)C1(C)C2O,train
CC1C2C(O)C1(C)N2C,train
CC1C2C(O)C1(O)C2O,train
CC1N2C(C)C1(O)C2C,train
CN1C2C(O)C1(C)C2O,train
CC1CCOC(=O)O1,train
OC1C2C(O)C1(O)C2O,train
CC1(C)C2C(O)C1C2O,train
CC1(O)C2C(O)C1C2O,train
CC1C2C(C)C1C2(C)C,train
CC1C2C(C)C1C2(C)O,train
CC1C2C(O)C1C2(C)C,train
CC1C2C(O)C1C2(C)O,train
CC1C2N(C)C1C2(C)O,train
CN1C2C(O)C1C2(C)C,test
CN1C2C(O)C1C2(C)O,train
CC1CNCC(=N)O1,train
CC1C2C(C)C1C21CC1,train
CC1C2C(O)C1C21CC1,train
CN1C2C(O)C1C21CC1,train
CC1CNCC(=O)C1,train
OC1C2C(O)C1C21CC1,train
C#CC1C2C(C)C1N2C,train
CC1C2C(C#N)C1N2C,train
C#CC1C2C(C)C1C2C,train
CC1C2C(C)C1C2C#N,train
C#CC1C2C(C)N1C2C,train
CC1C2C(C)N1C2C#N,train
C#CC1C2C(C)C1C2O,train
CC1CNCC(=O)N1,train
CC1C2C(O)C1C2C#N,train
C#CC1C2C(O)C1N2C,train
CN1C2C(O)C1C2C#N,train
C#CC1C2C(O)C1C2O,train
N#CC1C2C(O)C1C2O,train
CC1CNCC(=O)O1,train
CC12C=CC(O)C1C2O,train
CC1C=CC2(C)C(C)C12,train
CC1C=CC2(O)C(C)C12,train
CC1C2C(O)C=CC12C,train
CC1C2C(O)C=CC12O,train
CC1C=CC2(C)C(O)C12,train
CC1COCC(=N)O1,train
CC1C=CC2(O)C(O)C12,train
OC1C=CC2(O)C(O)C12,train
C#CC12CC(C)C1C2C,train
CC1CC2(C#N)C(C)C12,train
CC1NC2(C#N)C(C)C12,train
C#CC12OC(C)C1C2C,train
CC1OC2(C#N)C(C)C12,train
C#CC12CC(O)C1C2C,train
CC1C2C(O)CC12C#N,train
CC1COCC(=O)C1,train
CC1C2N(C)CC12C#N,train
C#CC12CC(C)C1C2O,train
CC1CC2(C#N)C(O)C12,train
CC1NC2(C#N)C(N)C12,train
CC1NC2(C#N)C(O)C12,train
C#CC12OC(C)C1C2O,train
COC(N)=O,train
Oc1ccn[nH]1,train
CC1COCC(=O)N1,train
CC1OC2(C#N)C(N)C12,test
CC1OC2(C#N)C(O)C12,train
C#CC12CN(C)C1C2O,train
CN1CC2(C#N)C(N)C12,train
CN1CC2(C#N)C(O)C12,train
N#CC12CC(O)C1C2N,train
C#CC12CC(O)C1C2O,train
N#CC12CC(O)C1C2O,train
CC1COCC(=O)O1,train
CC1OCCC(=N)O1,train
CC12CCC(O)C1C2O,train
CC12OCC(O)C1C2O,train
CC1CCC2(C)C(C)C12,train
CC1CCC2(O)C(C)C12,train
CC1COC2(C)C(C)C12,train
CC1OCC2(C)C(C)C12,train
CC1OCC2(O)C(C)C12,train
CC1C2C(O)CCC12C,train
CC1C2C(O)CCC12O,train
CC1OCCC(=O)O1,test
CC1C2C(O)COC12C,train
CC1CCC2(C)C(O)C12,train
CC1CCC2(O)C(O)C12,train
CC1COC2(C)C(O)C12,train
CC1OCC2(C)C(O)C12,train
CC1OCC2(O)C(O)C12,train
OC1CCC2(O)C(O)C12,train
CN1CCCC(=O)C1,train
CC1(C)C2C(=O)C(O)C21,train
CC1(O)C2C(=O)C(O)C21,train
CC1C(=O)C2C1C2(C)C,train
CC1C(=O)C2C1C2(C)O,train
CN1C(=O)C2C1C2(C)C,train
CN1C(=O)C2C1C2(C)O,train
CC1(C)C2C(O)C(O)C21,train
CN1CCNC(=O)C1,train
CC1(O)C2C(O)C(O)C21,train
CC1C(C)C2C1C2(C)C,train
CC1C(C)C2C1C2(C)O,train
CC1C(O)C2C1C2(C)C,train
CC1C(O)C2C1C2(C)O,train
CN1CCOC(=N)C1,train
CN1CCOC(=O)C1,train
C#CC1CC2(C)C(O)C12,train
CC12CC(C#N)C1C2O,train
O=C1CCCC(O)C1,train
CC12NC(C#N)C1C2O,train
C#CC1OC2(C)C(O)C12,train
CC12OC(C#N)C1C2O,train
C#CC1CC2(C)C(C)C12,train
CC1C2C(C#N)CC12C,train
C#CC1CC2(O)C(C)C12,train
CC1C2C(C#N)CC12O,train
CC1C2C(C#N)NC12C,train
C#CC1OC2(C)C(C)C12,test
CC1C2C(C#N)OC12C,train
O=C1CC(O)CCN1,train
C#CC1CC2(O)C(O)C12,train
N#CC1CC2(O)C(O)C12,train
Oc1cn[nH]c1,train
N=C1CC(O)CCO1,train
CC1(C)CC2(O)C(O)C12,train
CC1(O)CC2(O)C(O)C12,train
CC1(C)CC2(C)C(O)C12,train
O=C1CC(O)CCO1,train
CC1(O)CC2(C)C(O)C12,train
CC1(C)OC2(C)C(O)C12,train
CC1C2C(C)(C)CC12C,train
CC1C2C(C)(O)CC12C,train
CC1C2C(C)(C)OC12C,train
CC1C2C(C)(C)CC12O,train
CC1C2C(C)(O)CC12O,train
O=C1CNCC(O)C1,train
C#CC1C(=O)C2C(C)C12,train
CC1C2C(=O)C(C#N)C12,train
C#CC1C(=O)C2C(O)C12,train
N#CC1C(=O)C2C(O)C12,train
O=C1COCC(O)C1,train
CC1=CC(=O)C2C(O)C12,train
CC1=CC(=O)C2C(C)C12,train
CC1C2C(=O)C=C(N)C12,train
CC1=CC(O)CCC1,train
NC1=CC(=O)C2C(O)C12,train
CC1C2C(=O)CC(=O)C12,train
CC1C2C(=N)NC(=O)C12,train
CC1C2C(=O)NC(=O)C12,train
CC1C2C(=N)OC(=O)C12,train
CC1=CC(O)COC1,test
O=C1CC(=O)C2C(O)C12,train
N=C1NC(=O)C2C(O)C12,test
O=C1NC(=O)C2C(O)C12,test
CC1=CC(C)CCC1,train
N=C1OC(=O)C2C(O)C12,train
CC1OC(=N)C2C(C)C12,train
CC1CC(=O)C2C(C)C12,train
CC1C2C(=O)CC(O)C12,train
CC1C2C(=O)CN(C)C12,train
CC1=NC(C)CCO1,train
CC1NC(=O)C2C(C)C12,train
CC1OC(=O)C2C(C)C12,train
CC1CC(=O)C2C(O)C12,test
CC1NC(=O)C2C(O)C12,train
CC1OC(=N)C2C(O)C12,train
CC1OC(=O)C2C(O)C12,train
CC1=CC(C)COC1,train
CN1CC(=O)C2C(O)C21,train
O=C1CC(O)C2C(O)C12,train
CC1=CC(C)OCC1,train
C#CC1C(C)C2C(O)C12,train
CC1C(C#N)C2C(O)C12,train
C#CC1C(C)C2C(C)C12,train
C#CC1C(O)C2C(C)C12,train
CC1C(C#N)C2C(C)C12,train
CC1C2C(O)C(C#N)C12,test
CC1C2C(C#N)N(C)C12,train
C#CC1C2C(O)C2N1C,train
CN1C(C#N)C2C(O)C21,train
Oc1c[nH]nn1,train
CC1CC(C)OCO1,train
C#CC1C(O)C2C(O)C12,train
N#CC1C(O)C2C(O)C12,train
CC1(C)C(=O)C2C(O)C21,train
CC1(O)C(=O)C2C(O)C21,train
CC1C2C(=O)C(C)(C)C12,train
CC1C2C(=O)C(C)(O)C12,train
CC1CC(O)CCO1,train
CC1(C)C(O)C2C(O)C21,train
CC1(O)C(O)C2C(O)C21,train
CC1CCCC(C)C1,train
CC1C2C(O)C2C1(C)C,train
CC1C2C(O)C2C1(C)O,train
CC1C2C(C)C(C)(C)C12,train
CC1C2C(O)C(C)(C)C12,train
CC1C2C(C)C(C)(O)C12,train
CC1C2C(O)C(C)(O)C12,train
CC1CCCC(C)O1,train
CC1=CC(O)C2C(O)C12,test
CC1=CC(C)C2C(C)C12,train
CC1=CC(O)C2C(C)C12,train
CC1=CC(C)C2C(O)C12,train
CC1CC(C)C2C(C)C12,train
CC1OC(C)C2C(C)C12,train
CC1CC(O)C2C(C)C12,train
CC1C2C(O)CC(O)C12,train
CC1CCCC(O)C1,train
CC1CC(C)C2C(O)C12,train
CC1CC(O)C2C(O)C12,test
CC1OC(C)C2C(O)C12,train
OC1CC(O)C2C(O)C12,train
CC1CCOC(C)C1,train
CC1CCOC(C)O1,train
CC12C(O)C1C1C(O)C12,train
CC1C2C1C1(C)C(C)C21,train
CC1C2C1C1(C)C(O)C21,train
CC1C2C1C1(O)C(C)C21,train
CC1C2C1C1(O)C(O)C21,train
CC1COCC(C)C1,train
CC1C2C3C(O)C3C12C,train
CC1C2C3C(O)C3C12O,train
CC1COCC(C)O1,test
OC1C2C1C1(O)C(O)C21,train
CC12CC1(C)C1C(O)C12,train
CC12CC1(O)C1C(O)C12,train
CC1C2C1C1(C)CC21C,train
CC1COCC(O)C1,train
CC1C2C1C1(O)CC21C,test
CC1C2C1C1(O)CC21O,train
OC1C2C1C1(O)CC21O,train
Oc1ncn[nH]1,train
OC1CCCC(O)C1,train
CC12CC(C1)C1C(O)C12,train
CC12CC(O1)C1C(O)C12,train
CC1C2C3CC(C)(C3)C12,train
CC1C2C3CC(C)(O3)C12,train
CC1C2C3CC(O)(C3)C12,test
OC1COCC(O)C1,test
OC1C2C3CC(O)(C3)C12,train
OC1C2C1C1(O)CN2C1,train
CC12CCC1C1C(O)C12,train
CC12COC1C1C(O)C12,train
CC12OCC1C1C(O)C12,test
CC1C2C3CCC3(C)C12,train
CC1C2C3OCC3(C)C12,train
CC1C2C3COC3(C)C12,train
CC1C2C3CCC3(O)C12,train
CC(C)CC1CC1C,test
CC1C2C3OCC3(O)C12,train
CC(C)CC1CC1O,test
OC1C2C3CCC3(O)C12,train
OC1C2C3OCC3(O)C12,train
CC1C2C(=O)C3(CC3)C12,train
O=C1C2C(O)C2C12CC2,train
CC1C2C(O)C2C12CC2,train
CC1C2C(C)C3(CC3)C12,train
CC1C2C(O)C3(CC3)C12,train
CC(C)OC1CC1C,train
OC1C2C(O)C3(CC3)C12,train
CC1C2C3=CCCC3C12,train
CC1C2C3=CCOC3C12,train
CC(C)OC1CC1O,test
OC1C2C3=CCCC3C12,train
OC1C2C3=CCOC3C12,test
CC1CC2C1C1C(C)C21,train
CC1OC2C1C1C(C)C21,train
CC1C2C3CC(O)C3C12,test
CC1C2C3C(O)CN3C12,train
CC(O)CC1CC1C,test
CC1CC2C1C1C(O)C21,test
CC1OC2C1C1C(O)C21,train
OC1CC2C1C1C(O)C21,train
OC1CN2C1C1C(O)C12,train
CC1(C)C2C3C(O)C3C21,train
CC(O)CC1CC1O,train
CC1(O)C2C3C(O)C3C21,train
CC1C2C1C1C2C1(C)C,test
CC1C2C1C1C2C1(C)O,train
CC1C2C3CC(=O)C3C12,train
CC1C2C3NC(=O)C3C12,train
Oc1cc[nH]n1,train
CC1C2C3OC(=N)C3C12,train
CC1C2C3OC(=O)C3C12,train
CC1C2C3CC(=O)N3C12,test_scaffolds
CC1C2C3C(=O)CN3C12,train
O=C1CC2C1C1C(O)C21,train
O=C1NC2C1C1C(O)C21,train
N=C1OC2C1C1C(O)C21,train
O=C1OC2C1C1C(O)C21,train
O=C1CC2C3C(O)C3N12,test_scaffolds
O=C1CN2C1C1C(O)C12,train
